Hugo_Symbol	Chromosome
DUSP1	chr5
DVL3	chr3
DYNC1I1	chr7
DYNC1I2	chr2
E2F8	chr11
ECE2	chr3
EFR3A	chr8
EIF2S2	chr20
EIF3A	chr10
ELFN2	chr22
EML6	chr2
EOGT	chr3
EOMES	chr3
EPB41L3	chr18
EPB41L4B	chr9
EPHA10	chr1
EPHA7	chr6
EPHB2	chr1
ERAP2	chr5
ERBB2IP	chr5
ERCC2	chr19
ERCC4	chr16
ERCC5	chr13
ESRRB	chr14
ESRRG	chr1
ESYT2	chr7
ETAA1	chr2
ETV2	chr19
EXT1	chr8
EYA4	chr6
F9	chrX
FAM160B2	chr8
FAM171A1	chr10
FAM198B	chr4
FAM27E1	chr9
FAM47B	chrX
FASN	chr17
FBXO33	chr14
FBXO38	chr5
FER	chr5
FGD4	chr12
FIG4	chr6
FLRT2	chr14
FNBP1	chr9
FNIP1	chr5
FRMD5	chr15
FUBP1	chr1
FYB	chr5
GABRB3	chr15
GALNT9	chr12
GAS2L3	chr12
GDA	chr9
GDPD5	chr11
GIMAP8	chr7
GK2	chr4
GLCCI1	chr7
GLI3	chr7
GOLGA6L6	chr15
GOLGA8K	chr15
GPR179	chr17
GRID2	chr4
GSDMA	chr17
GSE1	chr16
GSPT1	chr16
GUF1	chr4
HCN3	chr1
HDAC6	chrX
HDLBP	chr2
HECTD3	chr1
HELZ	chr17
HERC4	chr10
HIST1H1C	chr6
HIST1H2BF	chr6
HIST1H4E	chr6
HIVEP2	chr6
HIVEP3	chr1
HK3	chr5
HLA-B	chr6
HMGCLL1	chr6
HS3ST4	chr16
HSPA6	chr1
HTT	chr4
IDO1	chr8
INTS7	chr1
IPCEF1	chr6
ITGA7	chr12
ITGAD	chr16
ITPKC	chr19
ITPR1	chr3
JAKMIP3	chr10
JARID2	chr6
KANK1	chr9
KAT6B	chr10
KCNA4	chr11
KCND3	chr1
KCNH5	chr14
KCNV1	chr8
KCTD3	chr1
KDM4C	chr9
KIAA0226	chr3
KIAA1211	chr4
KIAA1328	chr18
KIAA1377	chr11
KIAA1462	chr10
KIAA1958	chr9
KIF5C	chr2
KIF6	chr6
KIRREL	chr1
KMT2B	chr19
KRT38	chr17
KRT6A	chr12
KRT8	chr12
KRTAP9-2	chr17
KRTAP9-6	chr17
KRTAP9-9	chr17
KSR1	chr17
LARGE	chr22
LEKR1	chr3
LEPR	chr1
LIFR	chr5
LIG1	chr19
LILRB4	chr19
LIN28B	chr6
LMBRD1	chr6
LMO7	chr13
LMTK2	chr7
LMTK3	chr19
LNP1	chr3
LONP1	chr19
LONRF3	chrX
LRIG3	chr12
LRPPRC	chr2
LRRC41	chr1
LRRIQ4	chr3
LSG1	chr3
LY75-CD302	chr2
MAGEB6	chrX
MAGI2	chr7
MAP1S	chr19
MAP2K3	chr17
MAP3K13	chr3
MAP3K15	chrX
MARK3	chr14
MASP2	chr1
MAST2	chr1
MCAM	chr11
MCC	chr5
MCF2	chrX
MCM3AP	chr21
ME1	chr6
MEF2C	chr5
METTL15	chr11
MFN1	chr3
MIA3	chr1
MLH3	chr14
MLLT4	chr6
MMP16	chr8
MPHOSPH8	chr13
MPRIP	chr17
MROH2A	chr2
MTMR8	chrX
MUC20	chr3
MYBL1	chr8
MYEF2	chr15
MYH10	chr17
MYNN	chr3
MYO16	chr13
MYO1A	chr12
MYO1F	chr19
MYO1H	chr12
MYO7B	chr2
MYO9B	chr19
MYOM2	chr8
NBEAL2	chr3
NBR1	chr17
NCAM1	chr11
NCAN	chr19
NCAPG	chr4
NCKAP1L	chr12
NEGR1	chr1
NETO1	chr18
NFASC	chr1
NLRP13	chr19
NLRP14	chr11
NLRP3	chr1
NMT1	chr17
NOS1	chr12
NPAS4	chr11
NPEPL1	chr20
NPSR1	chr7
NR1H4	chr12
NSUN2	chr5
NTRK3	chr15
NYAP2	chr2
OBSL1	chr2
ODC1	chr2
OGDHL	chr10
OR2L3	chr1
OR2M7	chr1
OR2T7	chr1
OR4M2	chr15
OR4S2	chr11
OR51Q1	chr11
OR5AS1	chr11
OR8K3	chr11
OR9G4	chr11
OSMR	chr5
PAK2	chr3
PALLD	chr4
PASK	chr2
PCDHGA10	chr5
PCDHGB7	chr5
PCNX	chr14
PDE2A	chr11
PDGFRB	chr5
PER1	chr17
PER2	chr2
PEX1	chr7
PFAS	chr17
PHF14	chr7
PHF17	chr4
PHF20L1	chr8
PHF21A	chr11
PIK3C2B	chr1
PITPNM1	chr11
PKDREJ	chr22
PKP4	chr2
PLCE1	chr10
PLCH2	chr1
PLD1	chr3
PLD3	chr19
PLEKHA6	chr1
PLXND1	chr3
PNLIPRP3	chr10
PNMA2	chr8
POGZ	chr1
POLA1	chrX
POLA2	chr11
POLR2A	chr17
POLR3E	chr16
POM121L7	chr22
POU4F2	chr4
PPM1B	chr2
PPP1R26	chr9
PPP2R1A	chr19
PPP4R4	chr14
PPP6R2	chr22
PRB2	chr12
PRDM16	chr1
PRDM4	chr12
PRG4	chr1
PRICKLE1	chr12
PROX1	chr1
PRRC2B	chr9
PRSS38	chr1
PRTG	chr15
PSG6	chr19
PTK2B	chr8
PTPN14	chr1
PTPN4	chr2
PTPRK	chr6
PTX3	chr3
PUS7L	chr12
QSER1	chr11
RALGAPA1	chr14
RANBP17	chr5
RAPH1	chr2
RASA1	chr5
RASEF	chr9
RASGRF2	chr5
RBM25	chr14
RBM47	chr4
RBMXL1	chr1
RBP3	chr10
RETNLB	chr3
REV1	chr2
RFX8	chr2
RGPD8	chr2
RHD	chr1
RNF43	chr17
RNPEP	chr1
ROBO2	chr3
ROCK1	chr18
RP11-219A15.1	chr17
RPS6KC1	chr1
RSF1	chr11
RUNDC3B	chr7
SCG3	chr15
SCN11A	chr3
SCN8A	chr12
SEH1L	chr18
SEMA7A	chr15
SENP5	chr3
SERINC4	chr15
SERPINA1	chr14
SERPINA10	chr14
SETD1A	chr16
SEZ6L	chr22
SFPQ	chr1
SH3RF2	chr5
SHCBP1L	chr1
SIGLEC12	chr19
SIM1	chr6
SIN3B	chr19
SIPA1L3	chr19
SKAP1	chr17
SLC22A2	chr6
SLC22A6	chr11
SLC26A7	chr8
SLC34A3	chr9
SLC38A2	chr12
SLC45A3	chr1
SLC5A1	chr22
SLC6A13	chr12
SLITRK4	chrX
SLTM	chr15
SMARCC2	chr12
SMG7	chr1
SOCS6	chr18
SON	chr21
SOX11	chr2
SOX5	chr12
SP140	chr2
SPANXD	chrX
SPATA31E1	chr9
SRPK2	chr7
ST5	chr11
STAG3	chr7
STEAP4	chr7
STK3	chr8
STON1	chr2
STX19	chr3
STXBP5L	chr3
SYT16	chr14
SYTL2	chr11
TACC1	chr8
TAF2	chr8
TAF3	chr10
TAOK2	chr16
TAS2R31	chr12
TBC1D32	chr6
TBC1D5	chr3
TBCCD1	chr3
TCF4	chr18
TF	chr3
TFAP2A	chr6
TGFBR1	chr9
THADA	chr2
THEMIS	chr6
THOC2	chrX
TKTL2	chr4
TMEM132B	chr12
TMEM132C	chr12
TMPRSS9	chr19
TMTC2	chr12
TNC	chr9
TNPO1	chr5
TNPO2	chr19
TOM1	chr22
TONSL	chr8
TOP2B	chr3
TOX3	chr16
TP53BP2	chr1
TPTE	chr21
TRAF1	chr9
TRAK1	chr3
TRAPPC11	chr4
TRDN	chr6
TRIM59	chr3
TRIO	chr5
TRIP11	chr14
TRPM3	chr9
TRPM8	chr2
TRPS1	chr8
TSGA10	chr2
TSHZ2	chr20
TSHZ3	chr19
TTC24	chr1
TTC3	chr21
TTC7A	chr2
TTI1	chr20
TULP4	chr6
TXNDC11	chr16
UBA3	chr3
UBR3	chr2
USH1C	chr11
USP29	chr19
USP31	chr16
USP54	chr10
VCAM1	chr1
VCAN	chr5
VIL1	chr2
VRTN	chr14
VWA3A	chr16
VWA5B1	chr1
WDR66	chr12
WDR7	chr18
WDR75	chr2
WRN	chr8
WWP1	chr8
YLPM1	chr14
ZBED5	chr11
ZBTB33	chrX
ZC3H3	chr8
ZCCHC6	chr9
ZFAT	chr8
ZFHX2	chr14
ZFP37	chr9
ZFP90	chr16
ZFR	chr5
ZNF132	chr19
ZNF133	chr20
ZNF16	chr8
ZNF254	chr19
ZNF257	chr19
ZNF267	chr16
ZNF277	chr7
ZNF292	chr6
ZNF30	chr19
ZNF33A	chr10
ZNF462	chr9
ZNF479	chr7
ZNF493	chr19
ZNF541	chr19
ZNF585B	chr19
ZNF600	chr19
ZNF677	chr19
ZNF700	chr19
ZNF708	chr19
ZNF711	chrX
ZNF727	chr7
ZNF728	chr19
ZNF730	chr19
ZNF768	chr16
ZNF878	chr19
ZNF90	chr19
ZRANB3	chr2
ZXDB	chrX
AADACL3	chr1
AATK	chr17
ABCA2	chr9
ABCA5	chr17
ABCC1	chr16
ABCG5	chr2
ABL2	chr1
ABLIM1	chr10
ACACA	chr17
ACADVL	chr17
ACAP3	chr1
ACMSD	chr2
ACOT9	chrX
ACPL2	chr3
ACSM5	chr16
ACSS1	chr20
ACTN1	chr14
ACTR3	chr2
ADAM12	chr10
ADAM2	chr8
ADAM32	chr8
ADAMTS14	chr10
ADAMTS7	chr15
ADAMTS9	chr3
ADARB2	chr10
ADCY3	chr2
ADCYAP1R1	chr7
ADNP2	chr18
ADORA3	chr1
AFM	chr4
AFTPH	chr2
AGAP2	chr12
AGBL1	chr15
AGBL4	chr1
AGL	chr1
AGO3	chr1
AHDC1	chr1
AJAP1	chr1
AKAP11	chr13
AKAP8	chr19
AKNA	chr9
AKR1C3	chr10
ALDH1A2	chr15
ALDH1L2	chr12
ALDOB	chr9
AMOT	chrX
AMOTL1	chr11
AMOTL2	chr3
AMY2B	chr1
ANGPTL4	chr19
ANKAR	chr2
ANKLE2	chr12
ANKRD13A	chr12
ANKRD13C	chr1
ANKRD18A	chr9
ANKRD32	chr5
ANO2	chr12
AOAH	chr7
AP3B1	chr5
APAF1	chr12
APC2	chr19
ARFGEF2	chr20
ARHGAP17	chr16
ARHGAP18	chr6
ARHGAP21	chr10
ARHGAP22	chr10
ARHGAP29	chr1
ARHGAP42	chr11
ARHGEF11	chr1
ARHGEF15	chr17
ARHGEF25	chr12
ASB15	chr7
ASNSD1	chr2
ATF7IP	chr12
ATP12A	chr13
ATP2C1	chr3
ATP4A	chr19
ATP8A2	chr13
ATP8B1	chr18
ATP8B3	chr19
ATRNL1	chr10
ATXN1	chr6
B3GNT5	chr3
BAZ1B	chr7
BEND2	chrX
BEND5	chr1
BIVM	chr13
BLM	chr15
BOC	chr3
BRCA1	chr17
BRIP1	chr17
BRPF3	chr6
BTBD7	chr14
BTNL9	chr5
C14orf105	chr14
C14orf80	chr14
C15orf52	chr15
C17orf53	chr17
C19orf55	chr19
C1orf94	chr1
C1QL4	chr12
C20orf26	chr20
C2orf43	chr2
C3orf20	chr3
C3orf58	chr3
C5AR1	chr19
C7	chr5
C9orf84	chr9
CACNA1F	chrX
CAPN1	chr11
CAPN15	chr16
CAPN5	chr11
CARF	chr2
CASC5	chr15
CASP8	chr2
CBL	chr11
CBLB	chr3
CBS	chr21
CCDC142	chr2
CCDC147	chr10
CCDC150	chr2
CCDC151	chr19
CCDC171	chr9
CCDC18	chr1
CCDC61	chr19
CCDC63	chr12
CCDC64B	chr16
CCP110	chr16
CCRN4L	chr4
CD46	chr1
CD93	chr20
CDAN1	chr15
CDC6	chr17
CDH15	chr16
CDH17	chr8
CDH19	chr18
CDHR2	chr5
CEL	chr9
CEP170B	chr14
CEP70	chr3
CEP89	chr19
CERK	chr22
CES2	chr16
CES3	chr16
CHADL	chr22
CHAT	chr10
CHDC2	chrX
CHRNB2	chr1
CHST12	chr7
CHST13	chr3
CIC	chr19
CILP	chr15
CKAP5	chr11
CLASRP	chr19
CLCA1	chr1
CLIC6	chr21
CLIP3	chr19
CLSPN	chr1
CLSTN2	chr3
CNGB3	chr8
CNKSR2	chrX
CNTN4	chr3
CNTNAP3B	chr9
COBL	chr7
COL10A1	chr6
COL17A1	chr10
COL2A1	chr12
COL6A2	chr21
COL9A3	chr20
COMP	chr19
COX10	chr17
CP	chr3
CPA4	chr7
CPA5	chr7
CPNE6	chr14
CPSF2	chr14
CR2	chr1
CRB1	chr1
CRIM1	chr2
CSPP1	chr8
CTBP2	chr10
CTNNA1	chr5
CUL1	chr7
CUL9	chr6
CYP26A1	chr10
CYP2A13	chr19
CYP2A6	chr19
CYP4F2	chr19
CYP4X1	chr1
CYTH4	chr22
DAAM1	chr14
DAGLA	chr11
DCAF12L1	chrX
DCAF8L1	chrX
DDX24	chr14
DDX4	chr5
DHX29	chr5
DHX32	chr10
DHX57	chr2
DHX9	chr1
DLGAP3	chr1
DNAI1	chr9
DNM3	chr1
DNMBP	chr10
DNMT1	chr19
DOK5	chr20
DOT1L	chr19
DPF3	chr14
DPP6	chr7
DPY19L3	chr19
DSG2	chr18
DSG4	chr18
DUSP10	chr1
DUSP6	chr12
DZANK1	chr20
ECHDC2	chr1
ECM2	chr9
EFHB	chr3
EFHC1	chr6
EFHC2	chrX
EGF	chr4
EIF4A1	chr17
EIF4A3	chr17
ELMO1	chr7
ELN	chr7
ELOVL2	chr6
ELTD1	chr1
EMILIN2	chr18
EML5	chr14
ENTPD6	chr20
EPAS1	chr2
EPG5	chr18
EPHA4	chr2
EPHB1	chr3
ERBB3	chr12
ERC1	chr12
ERCC6-PGBD3	chr10
ERCC6	chr10
ERICH1	chr8
ERVMER34-1	chr4
ERVW-1	chr7
ESYT3	chr3
ETS1	chr11
EVPL	chr17
EVPLL	chr17
EXOC1	chr4
EXOC5	chr14
EXOC6	chr10
EXOC6B	chr2
EXOSC10	chr1
EXOSC8	chr13
F5	chr1
FAM13B	chr5
FAM179B	chr14
FAM186B	chr12
FAM193A	chr4
FAM214A	chr15
FAM230A	chr22
FAM27E3	chr9
FAM46D	chrX
FAM47C	chrX
FAM81B	chr5
FAM83B	chr6
FAM98A	chr2
FAR2	chr12
FARP1	chr13
FBF1	chr17
FBLN2	chr3
FBXO11	chr2
FBXO34	chr14
FCGR3B	chr1
FCHO2	chr5
FGF10	chr5
FGF12	chr3
FGG	chr4
FGGY	chr1
FH	chr1
FIGN	chr2
FKBP15	chr9
FLT3	chr13
FMO5	chr1
FOS	chr14
FOXL2	chr3
FOXO6	chr1
FPGT-TNNI3K	chr1
FRG1	chr4
FRMD4A	chr10
FRMD8	chr11
FRMPD2	chr10
FRMPD4	chrX
FSCB	chr14
FSTL5	chr4
FZD6	chr8
GABRB1	chr4
GABRB2	chr5
GALC	chr14
GAPVD1	chr9
GAS7	chr17
GBF1	chr10
GCC1	chr7
GCNT2	chr6
GDPD4	chr11
GFRA1	chr10
GIGYF1	chr7
GIN1	chr5
GLDC	chr9
GLTSCR1	chr19
GMCL1	chr2
GNPTAB	chr12
GOLGA3	chr12
GOLGA6A	chr15
GOLGA8H	chr15
GOLGA8M	chr15
GOLGB1	chr3
GPAT2	chr2
GPATCH1	chr19
GPC6	chr13
GPER1	chr7
GPR125	chr4
GPR126	chr6
GPR142	chr17
GPR149	chr3
GPR37	chr7
GPR50	chrX
GPR63	chr6
GPRC5B	chr16
GPRIN2	chr10
GRAMD1C	chr3
GREB1	chr2
GRHL3	chr1
GRIK3	chr1
GRM2	chr3
GRWD1	chr19
GSN	chr9
GTF2A1	chr14
GTF3C2	chr2
GTSE1	chr22
H3F3A	chr1
HAS1	chr19
HAVCR1	chr5
HEATR6	chr17
HECW1	chr7
HELLS	chr10
HGSNAT	chr8
HIST1H4F	chr6
HLTF	chr3
HMGN5	chrX
HMGXB4	chr22
HNF4G	chr8
HNRNPM	chr19
HNRNPU	chr1
HOXA3	chr7
HPN	chr19
HS3ST3B1	chr17
HSF2BP	chr21
HSH2D	chr19
HSPA8	chr11
IFI44L	chr1
IFT172	chr2
IGSF1	chrX
IKBKE	chr1
IL13RA2	chrX
IL1RAPL2	chrX
IL7R	chr5
INADL	chr1
INO80D	chr2
INTS3	chr1
IPO11	chr5
IQCB1	chr3
IQSEC1	chr3
IQSEC3	chr12
IRF8	chr16
IRGC	chr19
IRS1	chr2
ISM1	chr20
ITFG1	chr16
ITGA10	chr1
ITGA11	chr15
ITGA4	chr2
ITGA6	chr2
ITGAE	chr17
ITGAM	chr16
ITGB3	chr17
ITGB5	chr3
ITGBL1	chr13
ITPR3	chr6
ITSN2	chr2
JAG2	chr14
JAK1	chr1
JMY	chr5
JPH1	chr8
JPH2	chr20
KCNA10	chr1
KCNA3	chr1
KCNAB1	chr3
KCNB2	chr8
KCNC3	chr19
KCND2	chr7
KCNJ16	chr17
KCNJ2	chr17
KCNJ8	chr12
KCNK2	chr1
KCNN3	chr1
KCNQ3	chr8
KCNQ5	chr6
KDM2B	chr12
KDM6B	chr17
KDR	chr4
KIAA0195	chr17
KIAA0196	chr8
KIAA0355	chr19
KIAA0586	chr14
KIAA0907	chr1
KIAA1024	chr15
KIAA1324L	chr7
KIAA1467	chr12
KIAA2026	chr9
KIF19	chr17
KIF1B	chr1
KIF20B	chr10
KL	chr13
KLHDC7A	chr1
KLHL15	chrX
KLHL25	chr15
KLHL28	chr14
KLHL29	chr2
KNG1	chr3
KPNA1	chr3
KPNB1	chr17
KRT24	chr17
KRT72	chr12
KRTAP4-3	chr17
KRTAP5-7	chr11
L1TD1	chr1
L3MBTL4	chr18
LAMC3	chr9
LAPTM4B	chr8
LARP7	chr4
LARS	chr5
LATS1	chr6
LCORL	chr4
LCT	chr2
LEMD3	chr12
LFNG	chr7
LGR6	chr1
LHB	chr19
LHX8	chr1
LIMK2	chr22
LINGO2	chr9
LOXL3	chr2
LPIN2	chr18
LPPR4	chr1
LPPR5	chr1
LRIT1	chr10
LRIT3	chr4
LRP12	chr8
LRP4	chr11
LRRC34	chr3
LRRC37A3	chr17
LRRC37B	chr17
LRRC8B	chr1
LRRC8E	chr19
LRRK1	chr15
LTF	chr3
LTN1	chr21
LUZP2	chr11
LYPLAL1	chr1
MACC1	chr7
MAGI3	chr1
MAML2	chr11
MAN2A1	chr5
MAP3K10	chr19
MAP3K2	chr2
MARCH11	chr5
MATN2	chr8
MATR3	chr5
MBTPS2	chrX
MCCC1	chr3
MCF2L	chr13
MCF2L2	chr3
MCM10	chr10
MCM4	chr8
MCM8	chr20
MED23	chr6
MED24	chr17
MEGF6	chr1
MEIS2	chr15
METTL17	chr14
MFAP1	chr15
MFF	chr2
MFGE8	chr15
MFSD6L	chr17
MGAT3	chr22
MGAT4A	chr2
MGAT5	chr2
MGAT5B	chr17
MIOS	chr7
MLPH	chr2
MLXIPL	chr7
MMRN1	chr4
MOV10	chr1
MPHOSPH9	chr12
MPP4	chr2
MR1	chr1
MRVI1	chr11
MS4A10	chr11
MS4A14	chr11
MSH3	chr5
MSH4	chr1
MSR1	chr8
MSS51	chr10
MTMR3	chr22
MTOR	chr1
MTUS1	chr8
MUC22	chr6
MYF5	chr12
MYH2	chr17
MYH7B	chr20
MYO3B	chr2
MYRIP	chr3
NAPEPLD	chr7
NARF	chr17
NBPF15	chr1
NCAPH	chr2
NCKAP5L	chr12
NCOA3	chr20
NEFH	chr22
NEFM	chr8
NEK11	chr3
NEK5	chr13
NELL2	chr12
NEO1	chr15
NEURL4	chr17
NFATC3	chr16
NFE2L3	chr7
NFYA	chr6
NKAIN3	chr8
NKAPL	chr6
NKX2-1	chr14
NKX2-3	chr10
NLRP2	chr19
NLRP5	chr19
NMUR2	chr5
NOD1	chr7
NOL8	chr9
NOM1	chr7
NOS3	chr7
NOTO	chr2
NPC1	chr18
NPC1L1	chr7
NPIPB15	chr16
NPY2R	chr4
NR1I3	chr1
NRD1	chr1
NRDE2	chr14
NRG3	chr10
NT5C2	chr10
NUDCD3	chr7
NUFIP1	chr13
NUGGC	chr8
NUMB	chr14
NUTM2G	chr9
NXF1	chr11
OCA2	chr15
OCEL1	chr19
ODF2	chr9
OPHN1	chrX
OR10A3	chr11
OR10H4	chr19
OR10K1	chr1
OR10Q1	chr11
OR1S2	chr11
OR2AJ1	chr1
OR2G3	chr1
OR2G6	chr1
OR2K2	chr9
OR2L13	chr1
OR2M3	chr1
OR2S2	chr9
OR2T29	chr1
OR4C16	chr11
OR4C6	chr11
OR4K1	chr14
OR51A2	chr11
OR51F2	chr11
OR51G2	chr11
OR51I2	chr11
OR52E8	chr11
OR52H1	chr11
OR52R1	chr11
OR5B17	chr11
OR5F1	chr11
OR5M3	chr11
OR5T2	chr11
OR6C74	chr12
OR6C75	chr12
OR6N2	chr1
OR8B3	chr11
OR8H3	chr11
OR8K5	chr11
OR9A4	chr7
OR9G1	chr11
ORC1	chr1
OSBPL3	chr7
OTOL1	chr3
OXCT1	chr5
P2RY13	chr3
PADI1	chr1
PAN3	chr13
PAPOLA	chr14
PARP14	chr3
PARP8	chr5
PAX6	chr11
PBRM1	chr3
PCDH12	chr5
PCDH7	chr4
PCDHA10	chr5
PCDHA11	chr5
PCDHB13	chr5
PCDHB15	chr5
PCDHGA2	chr5
PCDHGA4	chr5
PCDHGA8	chr5
PCDHGA9	chr5
PCDHGC3	chr5
PCF11	chr11
PDE11A	chr2
PDE9A	chr21
PDS5B	chr13
PELI3	chr11
PER3	chr1
PEX5L	chr3
PGBD1	chr6
PHACTR3	chr20
PHC1	chr12
PHF3	chr6
PHKB	chr16
PHLDB1	chr11
PHRF1	chr11
PIAS1	chr15
PIDD	chr11
PIEZO2	chr18
PIK3CB	chr3
PIK3CG	chr7
PITPNM2	chr12
PIWIL2	chr8
PLAA	chr9
PLAG1	chr8
PLAU	chr10
PLBD1	chr12
PLCD4	chr2
PLD4	chr14
PLEKHA5	chr12
PLEKHA7	chr11
PLEKHG4B	chr5
PLEKHH2	chr2
PLXNB2	chr22
PML	chr15
PNMA5	chrX
PNPT1	chr2
POGK	chr1
POLI	chr18
POPDC3	chr6
POTEJ	chr2
POU6F2	chr7
PPARA	chr22
PPEF1	chrX
PPIP5K2	chr5
PPP1R12B	chr1
PPP1R21	chr2
PPRC1	chr10
PRAMEF10	chr1
PRDM13	chr6
PRDM7	chr16
PREX1	chr20
PRKAA2	chr1
PRKAG3	chr2
PRKCI	chr3
PRSS36	chr16
PSMC2	chr7
PSPH	chr7
PTGIS	chr20
PTPN18	chr2
PTPRN	chr2
PTPRN2	chr7
PTPRR	chr12
PUM1	chr1
PUM2	chr2
PYROXD2	chr10
RAB3GAP2	chr1
RAG1	chr11
RAI14	chr5
RANBP2	chr2
RASA2	chr3
RASGEF1B	chr4
RBFOX1	chr16
RBL2	chr16
RBM12B	chr8
RBM19	chr12
RBM33	chr7
RBM6	chr3
RC3H1	chr1
REG1A	chr2
RFPL3	chr22
RFX5	chr1
RGS22	chr8
RHO	chr3
RHOBTB1	chr10
RIN2	chr20
RIN3	chr14
RIPK2	chr8
RIPK4	chr21
RNASE10	chr14
RNF128	chrX
RNF17	chr13
RNF180	chr5
RNF214	chr11
RNF41	chr12
RNF6	chr13
ROBO1	chr3
ROBO3	chr11
ROCK2	chr2
ROR2	chr9
ROS1	chr6
RP11-1407O15.2	chr17
RP11-467N20.5	chr15
RPA1	chr17
RPGRIP1	chr14
RPS6KA5	chr14
RSL1D1	chr16
RSPH6A	chr19
RSPO2	chr8
RSPO3	chr6
RUSC2	chr9
SAGE1	chrX
SALL3	chr18
SAMSN1	chr21
SARDH	chr9
SART1	chr11
SBF1	chr22
SBNO2	chr19
SCAF8	chr6
SCML4	chr6
SCUBE1	chr22
SCUBE2	chr11
SCYL3	chr1
SDPR	chr2
SEC16B	chr1
SEC23A	chr14
SEC24B	chr4
SEL1L2	chr20
SELO	chr22
SEMA3A	chr7
SEMA5A	chr5
SERPINH1	chr11
SERTAD4	chr1
SETD5	chr3
SGCZ	chr8
SGOL1	chr3
SGSM1	chr22
SH2D3C	chr9
SH2D7	chr15
SH3BP4	chr2
SH3PXD2A	chr10
SH3RF3	chr2
SHROOM3	chr4
SIGLEC1	chr20
SIK3	chr11
SKOR1	chr15
SLC12A5	chr20
SLC12A6	chr15
SLC12A7	chr5
SLC12A8	chr3
SLC14A2	chr18
SLC17A1	chr6
SLC19A1	chr21
SLC25A12	chr2
SLC2A3	chr12
SLC30A5	chr5
SLC38A10	chr17
SLC44A1	chr9
SLC6A1	chr3
SLC7A3	chrX
SLC9B1	chr4
SLC9C2	chr1
SLCO4A1	chr20
SLFN13	chr17
SLITRK1	chr13
SLU7	chr5
SMARCA2	chr9
SMARCA4	chr19
SMARCC1	chr3
SMC5	chr9
SMCR8	chr17
SMEK2	chr2
SMOX	chr20
SNX19	chr11
SNX20	chr16
SNX25	chr4
SNX31	chr8
SOBP	chr6
SORCS3	chr10
SORD	chr15
SORL1	chr11
SOS2	chr14
SOX8	chr16
SPAG1	chr8
SPATA2	chr20
SPATA24	chr5
SPEM1	chr17
SPG21	chr15
SPINK5	chr5
SPSB4	chr3
SPTAN1	chr9
SPTBN1	chr2
SPTLC3	chr20
SRPR	chr11
SRSF11	chr1
SSPN	chr12
SST	chr3
SSTR1	chr14
ST18	chr8
ST6GAL2	chr2
STAM	chr10
STAMBP	chr2
STARD8	chrX
STAT4	chr2
STON2	chr14
STPG2	chr4
SUGP2	chr19
SUN1	chr7
SUN3	chr7
SUPT6H	chr17
SV2A	chr1
SVOPL	chr7
SYDE2	chr1
SYMPK	chr19
SYN3	chr22
SYNDIG1	chr20
SYNE3	chr14
SYT4	chr18
TAF1	chrX
TAF5L	chr1
TAF6	chr7
TBC1D10B	chr16
TBC1D16	chr17
TBC1D19	chr4
TBC1D2B	chr15
TBC1D3	chr17
TBC1D9	chr4
TBCD	chr17
TBCK	chr4
TBL1XR1	chr3
TBX15	chr1
TCHHL1	chr1
TCP11L2	chr12
TDRD5	chr1
TDRD9	chr14
TERT	chr5
TESPA1	chr12
TFIP11	chr22
TGFB3	chr14
THAP2	chr12
THOC1	chr18
TIAM2	chr6
TIMELESS	chr12
TINAG	chr6
TJAP1	chr6
TJP1	chr15
TLK2	chr17
TLL1	chr4
TLR4	chr9
TLR9	chr3
TM4SF19	chr3
TMC7	chr16
TMCO4	chr1
TMEM132E	chr17
TMEM181	chr6
TMEM67	chr8
TMEM87B	chr2
TMTC1	chr12
TNFSF13B	chr13
TNRC6C	chr17
TNS1	chr2
TNS3	chr7
TNXB	chr6
TOP2A	chr17
TOPBP1	chr3
TP53BP1	chr15
TPCN1	chr12
TPH2	chr12
TPX2	chr20
TRAF6	chr11
TRIM25	chr17
TRIM36	chr5
TRIM5	chr11
TRIM51	chr11
TRIM58	chr1
TRIM6-TRIM34	chr11
TRIM64C	chr11
TRIOBP	chr22
TRPC4	chr13
TSC2	chr16
TSKS	chr19
TTC27	chr2
TTK	chr6
TTLL7	chr1
TUFM	chr16
UBAP2L	chr1
UGT2B4	chr4
ULK1	chr12
UNC5A	chr5
UNC5D	chr8
USHBP1	chr19
USP13	chr3
USP14	chr18
USP28	chr11
USP3	chr15
USP33	chr1
USP4	chr3
USP8	chr15
VAC14	chr16
VAV1	chr19
VPS41	chr7
VPS51	chr11
WBSCR17	chr7
WDHD1	chr14
WDR18	chr19
WDR33	chr2
WDR36	chr5
WDR44	chrX
WDR72	chr15
WNK3	chrX
WNT4	chr1
WWC3	chrX
XDH	chr2
XIRP1	chr3
XPO5	chr6
XRN1	chr3
XYLT1	chr16
YAP1	chr11
YTHDC2	chr5
YY1AP1	chr1
ZBTB16	chr11
ZBTB18	chr1
ZBTB21	chr21
ZBTB3	chr11
ZBTB41	chr1
ZBTB8A	chr1
ZC3H11A	chr1
ZC3H18	chr16
ZC3H7A	chr16
ZCCHC18	chrX
ZDHHC11B	chr5
ZDHHC14	chr6
ZFAND4	chr10
ZFP36L2	chr2
ZFP64	chr20
ZFP82	chr19
ZIM3	chr19
ZKSCAN5	chr7
ZKSCAN7	chr3
ZNF148	chr3
ZNF160	chr19
